,Unnamed: 0,Unnamed: 1,months,m_etc,m_paid,m_free,m_total,zb_paid,zb_adult,zb_foreigner,zb_teen,zb_child,zb_free,zb_total,tp_group,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_free,tp_total,temp,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter
0,1월,5,01월01일,251,38,0,0,0,299,6073,,5110,452,5562,2893,149,1021,0,411,4474,299,10,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,1월,6,01월02일,389,83,0,0,2,490,2530,,3790,1051,4841,1880,148,502,0,1000,3530,488,16,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,1월,7,01월03일,350,69,0,0,2,433,2535,,3715,1087,4802,1856,134,435,4,1025,3450,431,12,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,1월,8,01월04일,10,0,0,0,2,12,248,,193,278,471,165,11,2,0,274,452,10,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1
4,1월,9,01월05일,25,0,0,0,4,29,7302,,3779,431,4210,1927,19,1796,0,425,4167,25,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
5,1월,10,01월06일,27,4,0,0,0,31,216,,199,475,674,107,7,44,2,475,633,31,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1
6,1월,11,01월07일,8,2,0,0,2,12,131,,176,411,587,87,15,29,0,409,540,10,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1
7,1월,12,01월08일,28,9,0,0,0,38,270,,399,472,871,173,53,44,0,469,739,38,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
8,1월,13,01월09일,194,50,0,0,4,250,1327,,1984,1088,3072,975,83,269,1,1054,2381,246,2,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
9,1월,14,01월10일,330,93,0,0,9,435,2381,,3584,1269,4853,1808,113,460,8,1206,3587,426,3,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
10,1월,15,01월11일,44,10,0,0,5,59,266,,428,674,1102,208,10,48,0,655,921,54,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1
11,1월,16,01월12일,37,1,0,0,0,40,204,,340,566,906,159,23,22,0,563,767,40,2,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
12,1월,17,01월13일,20,5,0,0,0,25,120,,204,356,560,86,17,17,0,353,473,25,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1
13,1월,18,01월14일,13,6,0,0,0,19,291,,279,382,661,138,34,54,0,379,605,19,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1
14,1월,19,01월15일,37,4,0,0,0,42,239,,348,573,921,185,23,31,0,561,800,42,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
15,1월,20,01월16일,382,46,0,0,7,443,2010,,3152,1636,4788,1620,116,274,0,1460,3470,436,8,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
16,1월,21,01월17일,620,79,0,0,10,721,3559,,5519,2105,7624,2935,181,423,5,1857,5396,711,12,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
17,1월,22,01월18일,74,5,0,0,1,81,492,,708,795,1503,368,57,67,0,770,1262,80,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1
18,1월,23,01월19일,135,16,0,0,18,173,986,,1387,1157,2544,824,83,79,0,1105,2091,155,4,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
19,1월,24,01월20일,14,2,0,0,0,16,110,,203,665,868,67,31,12,1,652,762,16,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1
20,1월,25,01월21일,47,8,0,0,5,63,438,,689,840,1529,295,63,80,0,821,1259,58,3,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1
21,1월,26,01월22일,35,8,0,0,0,45,349,,494,572,1066,192,39,72,0,565,868,45,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
22,1월,27,01월23일,275,32,0,0,3,318,1836,,2764,1275,4039,1388,142,248,2,1190,2968,315,8,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
23,1월,28,01월24일,770,107,0,0,12,903,4297,,6849,1992,8841,3445,256,596,0,1801,6098,891,14,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
24,1월,29,01월25일,77,20,0,0,0,98,749,,1071,766,1837,435,75,164,1,748,1422,98,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1
25,1월,30,01월26일,93,16,0,0,18,132,606,,895,925,1820,426,80,100,1,884,1490,114,5,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
26,1월,31,01월27일,59,8,0,0,2,74,761,,996,1056,2052,423,76,156,2,1011,1666,72,5,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1
27,1월,32,01월28일,94,13,0,0,4,116,724,,935,985,1920,471,94,89,1,928,1582,112,5,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1
28,1월,33,01월29일,77,11,0,0,2,99,772,,1060,831,1891,479,103,112,4,793,1487,97,9,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
29,1월,34,01월30일,481,57,0,0,4,548,3363,,5205,1787,6992,2737,220,406,12,1593,4956,544,6,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
30,1월,35,01월31일,659,42,0,0,10,724,3995,,6328,2179,8507,3368,189,438,3,1822,5817,714,13,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
32,2월,5,02월01일,97,3,0,0,4,107,751,,1109,1145,2254,580,103,68,3,1036,1787,103,3,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1
33,2월,6,02월02일,58,6,0,0,0,68,365,,489,806,1295,227,55,23,4,793,1098,68,4,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1
34,2월,7,02월03일,11,1,0,0,0,13,308,,382,646,1028,125,109,10,0,636,880,13,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1
35,2월,8,02월04일,34,1,0,0,2,41,273,,346,707,1053,183,60,9,0,692,944,39,4,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1
36,2월,9,02월05일,16,1,0,0,6,23,285,,401,679,1080,215,53,17,0,653,938,17,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,2월,10,02월06일,394,40,0,0,5,439,2409,,3642,1749,5391,1963,114,263,1,1589,3929,434,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1
38,2월,11,02월07일,916,121,0,0,29,1084,4992,,8064,2392,10456,4190,205,597,6,2007,6999,1055,18,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1
39,2월,12,02월08일,41,5,0,0,0,46,265,,379,649,1028,204,40,21,0,634,899,46,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1
40,2월,13,02월09일,10,0,0,0,7,17,124,,168,536,704,96,16,12,0,524,648,10,0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1
41,2월,14,02월10일,9,0,0,0,0,11,75,,96,547,643,63,3,9,0,547,622,11,2,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1
42,2월,15,02월11일,7,1,0,0,0,8,56,,65,251,316,49,3,4,0,250,306,8,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1
43,2월,16,02월12일,30,2,0,0,1,33,407,,435,488,923,273,30,31,0,476,810,32,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1
44,2월,17,02월13일,229,19,0,0,6,254,1706,,2526,999,3525,1374,68,264,5,861,2567,248,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1
45,2월,18,02월14일,358,58,0,0,4,441,2896,,4379,718,5097,2292,163,441,32,584,3480,437,21,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1
46,2월,19,02월15일,904,132,0,0,6,1075,5875,,9203,2190,11393,4779,270,826,8,1776,7651,1069,33,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1
47,2월,20,02월16일,230,24,0,0,3,263,1543,,2374,985,3359,1232,146,165,5,921,2464,260,6,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1
48,2월,21,02월17일,49,6,0,0,6,62,490,,674,926,1600,336,90,64,0,902,1392,56,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1
49,2월,22,02월18일,25,1,0,0,2,30,313,,445,783,1228,229,43,41,0,763,1076,28,2,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1
50,2월,23,02월19일,63,14,0,0,9,88,928,,1107,850,1957,643,94,91,0,821,1649,79,2,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1
51,2월,24,02월20일,1116,152,0,0,45,1318,6761,,10528,2882,13410,5319,389,935,2,2273,8916,1273,5,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1
52,2월,25,02월21일,2085,308,0,0,42,2471,11796,,18500,3726,22226,9755,371,1635,4,3003,14764,2429,36,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1
53,2월,26,02월22일,255,47,0,0,3,316,1981,,2795,956,3751,1450,154,313,0,928,2845,313,11,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1
54,2월,27,02월23일,437,60,0,0,44,550,3211,,4787,1950,6737,2531,215,465,4,1755,4966,506,9,2.0,0,0,0,0,0,0,1,0,0,0,1,0,1
55,2월,28,02월24일,623,121,1,0,26,779,3982,,6142,1839,7981,2993,347,642,7,1609,5591,753,9,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1
56,2월,29,02월25일,20,8,0,0,2,30,170,,219,312,531,112,6,21,0,292,431,28,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1
57,2월,30,02월26일,343,72,0,0,11,436,2375,,3487,1057,4544,1760,221,394,4,959,3334,425,10,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1
58,2월,31,02월27일,2902,404,0,0,45,3375,14679,,22290,5031,27321,11782,655,2242,3,3262,17941,3330,24,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1
59,2월,32,02월28일,4362,539,0,0,68,5025,24076,,33298,5645,38943,19563,814,3658,0,3845,27880,4957,56,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1
61,3월,5,03월01일,161,18,0,0,2,183,976,,1643,493,2136,783,84,109,1,448,1424,181,2,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0
62,3월,6,03월02일,103,10,0,0,26,139,528,,803,1015,1818,430,15,43,0,955,1443,113,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0
63,3월,7,03월03일,198,14,0,0,20,232,1063,,1689,1470,3159,1008,3,52,0,1363,2426,212,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
64,3월,8,03월04일,26,0,0,0,5,31,137,,173,707,880,106,0,3,0,700,809,26,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0
65,3월,9,03월05일,117,3,0,0,3,123,780,,1220,1073,2293,765,2,13,2,1010,1790,120,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0
66,3월,10,03월06일,190,17,0,0,48,255,9259,,13119,4127,17246,8388,132,697,6,2976,12193,207,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
67,3월,11,03월07일,293,40,0,0,123,460,14395,,20018,5196,25214,11907,357,2096,12,3362,17722,337,4,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0
68,3월,12,03월08일,14,4,0,0,20,38,842,,1222,1181,2403,795,23,24,4,1112,1954,18,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0
69,3월,13,03월09일,0,0,0,0,12,12,306,,387,851,1238,295,5,6,0,819,1125,0,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0
70,3월,14,03월10일,1,0,0,0,9,10,216,,204,707,911,172,1,3,0,696,872,1,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
71,3월,15,03월11일,4,0,0,0,4,8,529,,675,1063,1738,475,7,26,3,1014,1522,4,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0
72,3월,16,03월12일,5,3,0,0,5,13,347,,499,933,1432,317,6,24,2,913,1260,8,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0
73,3월,17,03월13일,232,54,0,0,86,378,12399,,17359,4457,21816,9584,382,2037,6,2872,14875,292,6,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
74,3월,18,03월14일,373,67,0,0,110,552,19506,,25842,5087,30929,15597,480,3198,8,3299,22574,442,2,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0
75,3월,19,03월15일,2,0,0,0,2,4,126,,153,361,514,120,2,4,15,339,465,2,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,3월,20,03월16일,110,0,0,0,16,126,498,,847,976,1823,485,7,6,0,900,1398,110,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0
77,3월,21,03월17일,4,0,0,0,6,10,754,,644,949,1593,523,5,6,0,929,1463,4,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
78,3월,22,03월18일,4,6,0,0,9,19,431,,596,1051,1647,413,7,11,1,1016,1447,10,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0
79,3월,23,03월19일,9,0,0,0,11,20,663,,904,1073,1977,646,2,15,0,1021,1684,9,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0
80,3월,24,03월20일,7,1,0,0,17,25,725,,1053,946,1999,592,84,49,7,911,1636,8,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
81,3월,25,03월21일,120,22,0,0,59,203,7217,,10226,2533,12759,5983,219,948,14,2175,9325,144,2,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0
82,3월,26,03월22일,0,0,0,0,1,1,273,,320,832,1152,215,3,20,0,822,1060,0,0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0
83,3월,27,03월23일,5,0,0,0,30,35,715,,954,1191,2145,688,10,17,3,1061,1776,5,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0
84,3월,28,03월24일,48,3,0,0,38,89,1431,,1981,1762,3743,1362,14,55,0,1610,3041,51,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
85,3월,29,03월25일,5,0,0,0,16,21,778,,741,1150,1891,378,156,14,0,1032,1580,5,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,3월,30,03월26일,3,2,0,0,3,8,1452,,1532,1177,2709,657,318,20,0,1111,2106,5,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0
87,3월,31,03월27일,125,12,0,72,12,152,5557,,7319,2106,9425,3576,321,969,2,1946,6812,140,3,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
88,3월,32,03월28일,525,115,0,0,60,719,19178,,26049,5816,31865,15774,485,2817,17,3961,23037,659,19,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0
89,3월,33,03월29일,28,4,0,0,34,67,2363,,3154,1622,4776,2173,10,70,0,1454,3707,33,1,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0
90,3월,34,03월30일,29,1,2,0,58,88,2821,,3155,2083,5238,1851,380,79,5,1882,4192,30,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0
91,3월,35,03월31일,0,0,0,0,3,3,243,,264,656,920,131,30,11,0,648,820,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,4월,5,04월01일,2,0,0,0,3,5,2981,,1745,811,2556,203,1377,24,0,798,2402,2,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0
94,4월,6,04월02일,62,0,0,0,66,128,3652,,3707,1532,5239,1604,996,88,7,1327,4015,62,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0
95,4월,7,04월03일,417,44,0,0,61,525,16754,,21726,4521,26247,13408,1284,1033,12,3137,18862,464,3,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0
96,4월,8,04월04일,1043,178,0,0,125,1353,28256,,36614,6810,43424,23705,578,3887,17,4446,32616,1228,7,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0
97,4월,9,04월05일,60,3,0,0,65,131,3656,,4974,1760,6734,3135,44,260,6,1542,4981,66,3,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,4월,10,04월06일,26,27,0,30,78,134,4013,,3784,1920,5704,1361,1024,179,5,1751,4315,56,3,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0
99,4월,11,04월07일,29,73,0,77,11,113,6015,,6132,2338,8470,2598,1529,183,0,2138,6448,102,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0
100,4월,12,04월08일,58,1,0,134,285,344,6574,,6750,2923,9673,2933,1448,370,8,2261,7012,59,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0
101,4월,13,04월09일,95,48,0,44,80,223,10874,,11787,3474,15261,4082,1813,1721,3,2699,10315,143,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0
102,4월,14,04월10일,580,130,0,0,109,835,24863,,31326,6829,38155,17515,1673,3819,7,4416,27423,726,16,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0
103,4월,15,04월11일,1387,217,0,0,185,1807,32406,,41277,8337,49614,26948,567,4671,34,5487,37673,1622,18,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0
104,4월,16,04월12일,48,5,0,0,88,142,8003,,8910,2225,11135,2600,630,2882,14,1776,7888,54,1,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0
105,4월,17,04월13일,6,0,0,0,158,166,8999,,8036,3389,11425,1355,1000,2520,0,2597,7472,8,2,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0
106,4월,18,04월14일,295,0,0,286,11,306,8239,,7334,2503,9837,1735,1821,911,0,2148,6615,295,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0
107,4월,19,04월15일,115,67,0,204,342,524,11289,,10384,3155,13539,2574,2460,1790,0,2096,8920,182,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0
108,4월,20,04월16일,177,8,0,0,183,368,12238,,12057,4079,16136,4279,1713,2085,11,3186,11263,185,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0
109,4월,21,04월17일,2822,91,0,0,237,3168,27728,,35442,8554,43996,21603,2273,1567,32,5820,31263,2931,18,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0
110,4월,22,04월18일,3502,283,4,0,352,4147,36461,,45686,10677,56363,28632,521,5020,22,7698,41871,3795,10,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0
111,4월,23,04월19일,158,23,0,96,184,366,9654,,10096,2693,12789,1773,1342,4312,4,1991,9418,182,1,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0
112,4월,24,04월20일,532,54,11,70,320,906,12828,,14556,5462,20018,4218,1027,2893,10,4371,12509,586,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0
113,4월,25,04월21일,413,273,0,363,344,1031,10335,,10486,5462,15948,3079,1272,1843,0,3792,9986,687,1,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0
114,4월,26,04월22일,252,188,0,290,410,850,10465,,10397,4264,14661,2104,1201,2608,5,2842,8755,440,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0
115,4월,27,04월23일,350,140,0,483,674,1166,15027,,13928,6667,20595,3831,1930,3045,3,4528,13334,492,2,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0
116,4월,28,04월24일,4224,334,0,71,504,5120,36969,,47862,11341,59203,28317,559,5972,58,8284,43132,4616,58,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0
117,4월,29,04월25일,4089,430,2,97,365,4902,58909,,58856,10268,69124,34993,460,10980,21,7172,53605,4537,18,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0
118,4월,30,04월26일,163,6,0,0,110,279,3398,,4464,1905,6369,1403,18,844,3,1505,3770,169,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0
119,4월,31,04월27일,65,51,0,0,70,186,12025,,12645,1724,14369,682,750,7879,2,1232,10543,116,0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0
120,4월,32,04월28일,15,131,0,139,28,174,2661,,2482,1397,3879,234,520,582,8,1076,2412,146,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0
121,4월,33,04월29일,208,41,0,347,461,712,7621,,6928,4495,11423,1822,1208,1161,1,2864,7055,251,2,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0
122,4월,34,04월30일,440,329,2,758,747,1520,16812,,15285,8256,23541,3844,2948,2778,38,5056,14626,773,4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0
124,5월,5,05월01일,3185,151,3,30,280,3668,31175,,40711,9237,49948,24927,2126,2331,57,6123,35507,3388,52,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0
125,5월,6,05월02일,3521,341,0,92,285,4181,36463,,47815,9459,57274,28705,1147,5808,44,6561,42221,3896,34,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0
126,5월,7,05월03일,180,34,0,49,141,357,5689,,6263,2593,8856,2109,937,917,1,2038,6001,216,2,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0
127,5월,8,05월04일,601,64,0,110,291,962,18911,,17762,6284,24046,5225,4200,2375,4,4141,15941,671,6,5.0,0,0,0,0,0,0,1,0,1,0,0,0,0
128,5월,9,05월05일,5419,6,0,0,1253,6802,50002,,65667,30767,96434,46960,3036,6,32,26080,76082,5549,124,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0
129,5월,10,05월06일,127,14,0,0,52,196,5247,,5278,1362,6640,1550,1390,646,0,1125,4711,144,3,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0
130,5월,11,05월07일,692,196,0,160,428,1322,17721,,19537,4921,24458,5498,4644,2027,13,3472,15641,894,6,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0
